"beds","baths","sqft","lot_size","property_type","exterior_walls","roof","basement","restaurants","groceries","nightlife","cafes","shopping","arts_entertainment","beauty_spas","active_life","median_age","married","college_grad","property_tax","insurance","median_school","num_schools","two_and_two","during_recession","property_age","school_score","tx_price"
3,4,2236,1944,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,21,4,1,5,15,1,18,10,34,66,72,614,187,8,3,0,0,0,24,373275
3,4,2367,28749,"Single-Family","Combination","Missing",1,13,2,0,1,11,2,6,3,37,69,36,294,83,6,3,0,0,14,18,206500
3,4,2382,2614,"Apartment / Condo / Townhouse","Missing","Asphalt",1,18,4,1,2,12,1,10,10,31,77,69,423,109,7,2,0,0,4,14,525500
3,4,2400,2309,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,64,10,9,7,80,6,47,42,45,60,71,720,209,9,3,0,0,17,27,650000
3,4,2422,3258,"Apartment / Condo / Townhouse","Brick","Missing",1,19,2,1,5,22,2,14,7,35,94,75,334,94,8.5,2,0,0,8,17,363000
3,4,2803,10890,"Single-Family","Combination","Missing",1,10,3,2,1,20,0,18,10,49,89,70,378,107,8,3,0,1,28,24,427000
3,4,3019,2532,"Single-Family","Brick","Asphalt",1,53,6,5,8,82,9,80,27,33,74,80,623,189,9,3,0,0,26,27,500000
3,4,3084,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,119,7,20,22,302,6,76,26,36,68,72,680,207,8,3,0,1,11,24,760000
3,4,3200,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,118,7,20,22,297,6,77,27,36,68,72,684,208,8,3,0,1,7,24,755000
3,4,3261,0,"Apartment / Condo / Townhouse","Brick","Other",1,119,7,20,22,297,6,84,28,36,68,72,687,209,8,3,0,0,0,24,707368
3,4,3578,3920,"Single-Family","Missing","Composition Shingle",1,17,0,2,0,8,0,6,13,40,56,68,499,128,8,3,0,0,0,24,412939
3,4,4300,0,"Apartment / Condo / Townhouse","Brick","Missing",0,209,10,40,41,186,17,64,81,31,29,90,1941,673,8,3,0,0,17,24,763812
4,1,1142,10890,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,3,0,0,1,1,0,2,12,41,71,58,381,116,4,3,0,1,34,12,425000
4,1,1176,20037,"Single-Family","Combination","Missing",1,0,0,0,0,1,1,0,0,47,67,41,281,79,7.5,2,0,0,42,15,216500
4,1,1326,11761,"Single-Family","Brick","Composition Shingle",1,6,1,1,0,21,1,4,8,37,81,34,327,99,6,3,0,0,51,18,328150
4,1,1365,7370,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,52,11,3,3,48,1,30,9,30,84,25,377,114,4,3,0,1,63,12,325000
4,1,1374,1307,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,47,1,6,1,45,4,34,15,36,83,74,329,85,8,3,0,0,4,24,239900
4,1,1662,6499,"Single-Family","Brick","Asphalt",1,26,8,2,2,31,1,19,5,39,56,19,343,104,4,3,0,1,55,12,355000
4,1,1764,9461,"Single-Family","Other","Composition Shingle",1,38,5,3,2,43,1,21,4,30,84,25,376,114,4,3,0,0,65,12,250000
4,1,2852,6098,"Single-Family","Missing","Composition Shingle",1,7,2,1,1,5,0,3,2,42,85,76,533,137,6,3,0,0,16,18,515000
4,1,2912,20473,"Single-Family","Wood","Composition Shingle",1,2,0,0,1,2,0,2,1,53,93,93,818,249,10,3,0,0,5,30,345000
4,1,3616,12196,"Single-Family","Metal","Asphalt",1,56,12,14,14,37,2,18,9,37,93,47,584,178,3,3,0,1,27,9,675000
4,1,4116,12196,"Single-Family","Metal","Composition Shingle",1,57,9,4,4,67,2,36,21,34,59,63,819,250,8,3,0,0,1,24,508053
4,1,4300,22215,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,2,1,5,13,0,4,7,44,86,85,655,200,9,3,0,1,1,27,687500
4,1,5327,19602,"Single-Family","Brick","Composition Shingle",1,11,1,0,3,5,0,3,4,48,79,90,1065,324,10,3,0,0,0,30,539079
4,2,800,10001,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,2,0,1,4,36,69,51,237,67,6,3,0,0,44,18,215000
4,2,876,18730,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,22,5,2,2,30,1,19,8,39,56,19,471,143,4,3,0,1,71,12,290000
4,2,954,22215,"Single-Family","Brick","Other",1,9,2,1,1,16,1,3,5,40,73,44,400,122,4,3,0,1,54,12,400000
4,2,988,11761,"Single-Family","Brick","Other",1,8,2,0,3,3,0,0,6,58,66,81,532,162,5,3,0,0,49,15,485000
4,2,1040,10001,"Single-Family","Siding (Alum/Vinyl)","Missing",1,26,10,1,2,24,0,10,7,30,89,13,202,57,5,3,0,0,44,15,202000
4,2,1040,15245,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,26,5,0,3,36,5,9,11,47,79,63,433,132,8,3,0,0,26,24,281000
4,2,1046,8537,"Single-Family","Brick","Composition Shingle",1,91,7,14,12,78,6,46,13,30,62,23,434,132,4,3,0,0,56,12,300000
4,2,1056,9465,"Single-Family","Brick","Composition Shingle",1,47,15,1,5,63,2,26,5,37,62,55,348,106,4,3,0,1,56,12,266000
4,2,1080,7199,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,38,9,3,6,48,2,34,12,34,86,66,368,112,4,3,0,0,56,12,412000
4,2,1092,11761,"Single-Family","Brick","Composition Shingle",1,5,1,0,1,5,1,13,6,45,87,79,426,129,9,3,0,0,44,27,385000
4,2,1152,15681,"Single-Family","Wood","Other",0,24,5,2,0,14,1,21,6,40,47,5,207,58,3.5,2,0,0,64,7,215000
4,2,1170,5998,"Single-Family","Brick veneer","Composition Shingle",1,197,9,36,34,197,15,69,48,47,52,79,540,187,6,3,0,0,70,18,585000
4,2,1170,10599,"Single-Family","Brick","Composition Shingle",1,84,5,15,9,66,5,46,19,43,70,52,434,132,4,2,0,0,55,8,420000
4,2,1200,1359,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,22,1,3,1,36,3,21,9,28,76,42,260,73,8,3,0,0,9,24,315000
4,2,1226,14810,"Single-Family","Brick veneer","Composition Shingle",1,39,1,8,5,50,5,30,35,39,78,74,594,206,9,3,0,0,56,27,645000
4,2,1269,8563,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,124,15,15,10,178,4,67,13,32,82,37,319,97,6,3,0,0,53,18,276840
4,2,1269,9121,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,113,12,15,10,169,4,67,11,32,82,37,327,99,6,3,0,0,58,18,350000
4,2,1272,12632,"Single-Family","Brick","Composition Shingle",1,45,5,3,6,71,7,78,21,43,71,66,491,149,9,3,0,1,54,27,500000
4,2,1276,11325,"Single-Family","Brick","Composition Shingle",1,1,0,0,0,2,2,1,3,46,80,86,532,162,6,3,0,0,45,18,526000
4,2,1302,10558,"Single-Family","Brick","Missing",1,32,4,6,2,27,5,30,20,49,73,63,330,115,7,3,0,0,50,21,390000
4,2,1311,10323,"Single-Family","Siding (Alum/Vinyl)","Missing",0,27,4,1,2,33,0,7,3,38,70,25,277,78,5,3,0,0,17,15,343500
4,2,1314,30056,"Single-Family","Brick","Composition Shingle",1,4,1,1,0,5,2,10,3,50,89,60,405,123,3,3,0,0,44,9,275000
4,2,1323,11325,"Single-Family","Brick","Composition Shingle",1,19,5,2,1,17,1,12,7,49,84,65,441,134,9,3,0,0,44,27,375000
4,2,1325,8276,"Single-Family","Brick veneer","Composition Shingle",1,80,6,9,13,73,8,22,39,40,70,82,540,187,9,3,0,0,57,27,625000
4,2,1350,10497,"Single-Family","Brick","Composition Shingle",1,45,6,4,3,43,2,23,6,39,74,57,491,150,4,3,0,0,58,12,489950
4,2,1360,10858,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,0,0,0,0,2,1,2,3,45,82,51,368,112,6,3,0,1,53,18,329000
4,2,1360,1480,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,57,7,6,5,46,5,34,15,37,80,59,323,98,6,3,0,1,29,18,335000
4,2,1364,8276,"Single-Family","Missing","Composition Shingle",0,42,7,2,2,33,3,29,26,29,63,45,339,87,3,3,0,0,39,9,214900
4,2,1386,4199,"Single-Family","Other","Composition Shingle",1,98,12,14,7,43,8,48,27,36,60,44,504,174,7,3,0,1,82,21,559900
4,2,1387,10010,"Single-Family","Combination","Missing",1,41,6,5,2,58,0,21,10,28,69,29,264,75,5,3,0,1,50,15,200100
4,2,1396,5000,"Single-Family","Other","Composition Shingle",1,77,7,26,13,68,5,33,51,33,65,84,648,224,9,3,0,0,80,27,234000
4,2,1404,11325,"Single-Family","Missing","Composition Shingle",0,25,7,1,0,14,2,21,10,35,69,25,348,89,3,3,0,1,49,9,230000
4,2,1436,10890,"Single-Family","Metal","Composition Shingle",1,84,4,9,11,73,6,56,33,45,70,71,565,172,9,3,0,0,40,27,617500
4,2,1449,14374,"Single-Family","Brick","Composition Shingle",1,42,7,7,7,56,9,44,17,45,82,80,605,184,9,3,0,0,42,27,645000
4,2,1476,7200,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,31,6,2,5,41,1,27,11,44,68,56,374,114,4,3,0,1,61,12,377750
4,2,1484,7501,"Single-Family","Brick","Composition Shingle",1,60,5,4,7,79,5,86,25,50,57,77,614,187,9,3,0,0,43,27,390000
4,2,1492,12196,"Single-Family","Other","Composition Shingle",1,93,6,13,20,230,4,68,25,38,64,73,430,131,8,3,0,0,57,24,346080
4,2,1500,9491,"Single-Family","Metal","Composition Shingle",1,33,5,2,4,30,2,14,12,34,80,70,422,128,6.5,2,0,0,36,13,418000
4,2,1505,10558,"Single-Family","Wood","Asphalt",1,0,0,0,1,1,1,2,4,45,82,51,381,116,6,3,0,1,56,18,422000
4,2,1512,4568,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,56,7,6,4,46,7,32,15,44,71,63,315,96,6,3,0,0,38,18,200000
4,2,1540,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,10,2,1,1,4,0,4,4,34,82,35,290,74,6,3,0,0,35,18,227000
4,2,1549,13503,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,137,15,10,11,88,9,88,44,36,72,50,311,95,5,3,0,0,45,15,475000
4,2,1577,14810,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,24,2,4,5,8,6,3,12,45,78,68,479,146,8,1,0,0,46,8,530000
4,2,1588,7841,"Single-Family","Missing","Composition Shingle",0,45,7,2,2,28,5,30,26,29,63,45,339,87,3,3,0,0,41,9,375000
4,2,1590,11325,"Single-Family","Brick","Asphalt",1,5,3,0,1,14,0,4,4,43,73,61,459,140,9,1,0,0,37,9,439900
4,2,1590,10698,"Single-Family","Brick","Other",1,0,0,0,0,5,0,0,3,38,83,67,471,143,9,1,0,0,25,9,219900
4,2,1592,6655,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,47,10,4,6,23,0,26,8,28,54,46,360,109,5,3,0,0,73,15,308000
4,2,1593,3079,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,19,4,1,0,9,0,18,5,39,83,55,220,62,5,2,0,0,11,10,242000
4,2,1596,20037,"Single-Family","Brick","Composition Shingle",1,21,3,3,3,28,5,7,8,45,78,68,491,149,8,1,0,1,44,8,565000
4,2,1640,11325,"Single-Family","Wood","Missing",1,1,0,0,0,2,0,0,0,43,60,36,306,86,5,3,0,1,75,15,258400
4,2,1653,10158,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,17,0,2,2,17,0,7,3,36,77,54,418,127,4,3,0,1,62,12,410000
4,2,1653,17424,"Single-Family","Brick","Composition Shingle",1,1,1,0,0,4,1,0,4,40,87,65,479,146,9,3,0,0,53,27,562500
4,2,1658,10500,"Single-Family","Brick","Composition Shingle",1,7,7,0,0,18,2,7,3,45,78,68,4508,1374,3,3,0,0,41,9,430000
4,2,1659,8533,"Single-Family","Wood","Other",1,3,0,0,1,2,0,3,13,40,76,64,385,117,4,3,0,0,42,12,395000
4,2,1662,1812,"Apartment / Condo / Townhouse","Brick","Other",1,78,7,8,12,89,11,38,29,61,38,66,352,107,7,3,0,0,40,21,348900
4,2,1663,10890,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,1,0,1,45,72,63,344,105,6,3,0,1,43,18,343000
4,2,1702,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,2,0,0,0,3,0,3,10,30,76,69,383,98,6.5,2,0,0,0,13,377000
4,2,1719,10585,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,23,6,1,0,18,1,13,5,40,76,54,352,107,3,3,0,0,47,9,260000
4,2,1721,11761,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,14,7,1,1,14,0,19,3,34,78,32,372,113,3,3,0,1,47,9,400000
4,2,1736,10842,"Single-Family","Metal","Composition Shingle",1,53,1,3,8,39,2,35,18,45,96,84,409,124,8,3,0,0,29,24,575000
4,2,1744,8768,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,1,0,1,3,43,95,77,430,131,8,2,0,0,25,16,390000
4,2,1746,19602,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,3,1,1,1,5,0,0,6,45,83,75,553,168,8,3,0,0,51,24,500000
4,2,1755,10010,"Single-Family","Combination","Missing",1,5,3,1,1,9,0,5,4,36,75,35,308,87,4,3,0,0,51,12,304000
4,2,1760,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,8,1,1,0,13,1,11,7,34,82,35,287,73,6,3,0,0,35,18,204000
4,2,1772,11761,"Single-Family","Brick","Composition Shingle",1,7,2,0,0,9,1,6,13,37,78,45,368,112,5,3,0,0,52,15,335000
4,2,1791,14810,"Single-Family","Brick","Composition Shingle",1,16,3,1,1,24,3,6,15,41,80,55,438,133,5,3,0,0,31,15,210000
4,2,1795,10698,"Single-Family","Brick","Composition Shingle",1,6,1,0,0,16,1,2,7,33,62,44,385,117,6,3,0,0,50,18,495000
4,2,1800,10310,"Single-Family","Other","Composition Shingle",1,95,7,13,20,234,4,84,26,38,64,73,516,157,8,3,0,0,62,24,440000
4,2,1800,10454,"Single-Family","Missing","Asphalt",1,79,4,3,14,172,4,45,28,35,50,66,339,87,7,3,0,1,30,21,225000
4,2,1810,2426,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,28,4,4,2,21,2,12,8,26,75,81,360,109,6.5,2,0,0,22,13,425000
4,2,1820,10393,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,26,5,2,2,24,1,13,8,38,84,54,422,128,4,3,0,1,61,12,387700
4,2,1820,12196,"Single-Family","Metal","Composition Shingle",1,28,4,4,2,33,3,20,7,48,86,76,565,172,9,3,0,0,37,27,625000
4,2,1824,11761,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,13,6,1,0,11,0,15,9,36,87,61,400,122,5,3,0,1,31,15,358900
4,2,1848,8659,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,56,12,2,4,46,3,45,18,42,90,59,352,107,5,3,0,1,34,15,340000
4,2,1858,8428,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,13,3,0,0,9,1,5,5,42,77,50,368,112,6,3,0,0,21,18,540000
4,2,1868,12196,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,20,5,1,1,16,0,24,7,41,78,62,549,167,9,3,0,0,31,27,515000
4,2,1880,10798,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,6,1,0,0,3,0,2,0,44,94,78,499,152,7.5,2,0,0,19,15,708121
4,2,1882,29185,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,0,0,5,49,91,83,532,162,8,1,0,0,25,8,502250
4,2,1888,1936,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,2,0,0,0,2,1,2,6,38,70,89,573,174,10,3,0,1,42,30,580000
4,2,1900,21780,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,14,3,1,1,15,1,8,7,36,86,50,467,142,4,3,0,0,50,12,649000
4,2,1907,3484,"Single-Family","Missing","Composition Shingle",0,2,0,0,0,10,3,5,8,39,74,70,411,106,9,3,0,0,1,27,202530
4,2,1915,10441,"Single-Family","Wood","Composition Shingle",1,7,2,0,1,14,0,9,8,41,82,38,409,124,4,2,0,0,18,8,399000
4,2,1918,10511,"Single-Family","Brick","Composition Shingle",1,38,4,0,5,43,5,23,13,44,100,72,471,143,8,3,0,0,31,24,232200
4,2,1942,8276,"Single-Family","Missing","Composition Shingle",0,10,2,1,1,5,0,4,5,37,86,53,368,94,6,3,0,1,40,18,350400
4,2,1950,10643,"Single-Family","Brick","Composition Shingle",1,14,2,3,2,7,3,3,7,38,83,67,441,134,9,1,0,0,34,9,375000
4,2,1958,9400,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,19,2,0,1,12,1,17,10,36,92,76,407,124,7,2,0,0,22,14,268000
4,2,1976,8890,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,16,3,2,2,19,2,17,11,36,87,61,351,107,5,3,0,0,33,15,274900
4,2,1979,10001,"Single-Family","Siding (Alum/Vinyl)","Missing",1,5,0,1,0,8,3,0,2,32,88,45,370,105,5,3,0,0,0,15,384406
4,2,1992,9504,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,2,0,1,8,0,9,5,41,78,62,594,181,9,3,0,0,21,27,235000
4,2,2000,8511,"Single-Family","Brick","Composition Shingle",1,66,3,10,7,126,4,39,8,37,70,36,364,111,3,3,0,0,45,9,485000
4,2,2022,10197,"Single-Family","Brick","Composition Shingle",1,64,14,5,2,48,3,36,7,29,85,36,352,107,3,3,0,0,52,9,451500
4,2,2031,14810,"Single-Family","Wood","Composition Shingle",1,18,5,2,3,20,2,12,19,56,58,54,343,104,5,3,0,0,52,15,418000
4,2,2032,8607,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,1,0,0,2,42,97,68,503,153,7.5,2,0,1,21,15,555000
4,2,2040,7840,"Single-Family","Missing","Composition Shingle",0,10,2,1,1,4,0,4,4,37,86,53,387,99,6,3,0,1,38,18,345000
4,2,2051,8890,"Single-Family","Siding (Alum/Vinyl)","Other",1,86,5,8,4,34,1,47,13,32,62,63,360,109,5,3,0,1,37,15,375000
4,2,2065,15681,"Single-Family","Brick","Asphalt",1,0,0,0,0,0,2,0,3,46,80,86,594,181,6,3,0,0,43,18,550500
4,2,2067,4700,"Single-Family","Brick","Asphalt",1,42,6,6,4,47,15,30,30,34,57,72,567,188,4,3,0,0,57,12,630000
4,2,2096,6438,"Single-Family","Brick","Asphalt",1,26,3,4,2,16,3,14,10,43,61,51,519,158,5,2,0,0,20,10,590000
4,2,2102,3920,"Single-Family","Missing","Composition Shingle",1,37,6,5,4,42,1,40,11,33,60,56,402,103,3,3,0,0,29,9,306484
4,2,2104,10497,"Single-Family","Brick","Composition Shingle",1,6,1,0,1,6,0,14,8,41,85,66,430,131,8,3,0,0,51,24,495000
4,2,2106,10890,"Single-Family","Brick","Composition Shingle",1,0,0,1,0,2,1,1,3,40,86,74,586,178,6,3,0,1,52,18,642000
4,2,2112,16552,"Single-Family","Combination","Composition Shingle",1,12,2,0,0,11,2,1,5,32,88,45,348,98,5,3,0,0,5,15,414000
4,2,2125,10567,"Single-Family","Brick","Composition Shingle",1,12,4,2,1,15,1,8,7,31,77,54,491,149,8,3,0,0,33,24,215000
4,2,2144,9513,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,6,2,0,0,0,0,4,3,42,86,71,409,124,6.5,2,0,1,44,13,415000
4,2,2145,10815,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,18,1,1,1,28,0,38,7,48,88,78,590,180,9,3,0,0,35,27,673000
4,2,2146,26571,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,0,0,0,0,47,92,84,696,212,9,3,0,0,33,27,700000
4,2,2152,14810,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,0,0,0,2,40,75,57,590,180,9,3,0,1,44,27,700000
4,2,2158,10890,"Single-Family","Metal","Composition Shingle",1,0,0,0,0,0,0,0,1,40,91,71,491,149,9,3,0,0,20,27,253000
4,2,2196,18295,"Single-Family","Brick","Composition Shingle",1,20,5,2,1,16,0,11,12,41,65,65,450,137,8,3,0,1,46,24,450000
4,2,2200,10502,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,1,0,0,4,0,11,3,39,83,55,339,96,5,2,0,0,16,10,385000
4,2,2232,13068,"Single-Family","Siding (Alum/Vinyl)","Other",1,19,2,2,1,19,0,11,8,43,95,77,471,143,8,2,0,0,26,16,464800
4,2,2246,11761,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,12,6,0,3,13,0,3,6,37,85,72,438,133,3,3,0,0,28,9,575000
4,2,2280,2909,"Apartment / Condo / Townhouse","Brick","Missing",1,2,0,0,0,8,0,2,1,30,100,75,321,91,8,3,0,0,0,24,429800
4,2,2294,14374,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,12,2,0,0,8,0,8,7,28,90,62,374,106,8,2,0,0,2,16,281990
4,2,2295,10798,"Single-Family","Brick","Composition Shingle",1,59,1,12,8,45,3,31,12,49,75,57,532,162,3.5,2,0,1,45,7,579000
4,2,2296,11761,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,11,6,0,3,9,0,5,6,37,85,72,491,149,3,3,0,1,41,9,550000
4,2,2298,4007,"Single-Family","Combination","Composition Shingle",1,26,3,2,4,15,0,9,12,38,83,48,306,87,7,3,0,0,12,21,307310
4,2,2299,12632,"Single-Family","Brick","Composition Shingle",1,45,6,4,4,56,1,31,18,43,71,78,582,177,8,3,0,1,64,24,620000
4,2,2300,11325,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,9,1,0,6,6,1,0,4,47,88,74,553,168,8,3,0,0,29,24,297500
4,2,2300,9024,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,20,2,2,5,22,0,5,7,51,87,64,450,137,9,3,0,0,38,27,560000
4,2,2300,15245,"Single-Family","Brick","Composition Shingle",1,23,7,1,1,11,1,19,3,49,79,70,520,158,3,3,0,1,41,9,585000
4,2,2348,9683,"Single-Family","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,5,0,0,2,31,80,47,361,102,6,2,0,1,0,12,368765
4,2,2352,17424,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,18,2,0,1,12,1,17,10,36,92,76,549,167,7,2,0,1,32,14,540000
4,2,2382,15681,"Single-Family","Brick","Composition Shingle",1,14,2,3,2,9,3,3,6,38,83,67,450,137,8,1,0,1,36,8,419000
4,2,2388,8537,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,6,1,0,10,39,72,60,490,149,7,1,0,0,29,7,475000
4,2,2392,16117,"Single-Family","Combination","Missing",0,51,7,3,8,48,5,24,13,47,79,64,395,137,7,3,0,0,40,21,370000
4,2,2394,8197,"Single-Family","Combination","Missing",1,23,4,2,4,30,0,24,11,34,76,56,405,114,7,3,0,0,14,21,269900
4,2,2400,13939,"Single-Family","Brick","Composition Shingle",1,9,4,0,0,6,2,7,2,49,79,70,556,169,3,3,0,0,40,9,595000
4,2,2402,48787,"Single-Family","Combination","Composition Shingle",1,28,5,3,5,29,1,20,11,38,83,48,405,114,7,3,0,1,37,21,420000
4,2,2404,21344,"Single-Family","Missing","Composition Shingle",1,37,6,5,4,42,1,40,11,35,74,48,499,128,3,3,0,0,24,9,380000
4,2,2463,10890,"Single-Family","Metal","Composition Shingle",1,3,0,0,1,6,0,4,7,34,92,78,532,162,8,3,0,1,35,24,535000
4,2,2472,16552,"Single-Family","Brick","Composition Shingle",1,50,15,9,5,61,1,10,11,29,55,28,475,144,3,3,0,0,54,9,375000
4,2,2496,14374,"Single-Family","Brick","Composition Shingle",1,7,0,0,0,5,0,6,12,40,59,62,586,178,7,3,0,1,42,21,525000
4,2,2510,12632,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,25,4,1,5,29,6,19,18,45,65,76,553,168,5,3,0,0,24,15,665000
4,2,2523,20037,"Single-Family","Wood","Missing",0,60,3,7,6,44,5,66,26,42,56,60,395,137,7,3,0,0,113,21,650000
4,2,2541,60983,"Single-Family","Missing","Missing",0,5,1,0,0,4,0,5,2,46,92,47,351,99,6,3,0,1,31,18,342500
4,2,2559,10044,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,36,11,3,5,37,0,21,6,38,63,46,397,121,6,3,0,0,20,18,205000
4,2,2582,13068,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,1,0,0,0,3,0,1,1,45,87,71,512,156,7,3,0,0,5,21,369990
4,2,2588,4717,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,40,8,4,5,37,1,22,17,34,79,31,499,121,4,3,0,1,0,12,448574
4,2,2594,6921,"Single-Family","Metal","Composition Shingle",1,28,5,3,4,32,0,35,10,40,72,86,623,189,9,3,0,0,24,27,455000
4,2,2600,14374,"Single-Family","Siding (Alum/Vinyl)","Missing",1,11,2,0,1,12,2,9,5,32,85,42,351,99,6,3,0,1,66,18,260000
4,2,2603,3598,"Apartment / Condo / Townhouse","Brick","Missing",1,32,3,2,4,30,2,19,12,29,81,41,351,99,9,1,0,1,9,9,398000
4,2,2615,18730,"Single-Family","Brick","Composition Shingle",1,13,2,3,2,8,5,3,6,45,78,68,524,159,8,1,0,1,41,8,504000
4,2,2616,52707,"Single-Family","Siding (Alum/Vinyl)","Missing",1,2,0,0,0,3,0,3,1,46,92,47,370,104,6,3,0,0,34,18,384900
4,2,2632,436471,"Single-Family","Missing","Composition Shingle",1,0,0,0,0,0,0,0,2,49,78,72,630,162,8,3,0,0,33,24,352000
4,2,2640,58806,"Single-Family","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,1,0,0,1,45,85,53,385,109,7,3,0,0,7,21,271500
4,2,2681,10454,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,15,3,0,1,17,0,15,10,35,70,73,623,190,8,3,0,0,104,24,640000
4,2,2688,11761,"Single-Family","Siding (Alum/Vinyl)","Missing",1,2,0,2,0,3,1,4,2,30,93,54,396,112,9,1,0,0,7,9,271135
4,2,2720,435600,"Single-Family","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,1,0,0,0,41,67,24,594,168,8,3,0,1,0,24,570000
4,2,2728,7492,"Single-Family","Metal","Composition Shingle",1,25,2,3,3,8,0,9,7,40,80,71,479,146,8,3,0,0,8,24,242500
4,2,2768,9952,"Single-Family","Combination","Composition Shingle",1,147,19,14,19,126,6,57,34,37,52,83,651,189,9,3,0,0,65,27,310000
4,2,2770,7962,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,13,3,1,0,12,0,17,4,39,83,55,330,93,5,2,0,1,8,10,290000
4,2,2789,10018,"Single-Family","Missing","Composition Shingle",1,39,8,4,5,31,4,16,19,32,67,70,553,142,3,3,0,0,0,9,745975
4,2,2887,10763,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,42,6,5,4,21,1,26,11,30,91,45,479,146,5,3,0,0,7,15,480000
4,2,2938,10576,"Single-Family","Brick","Composition Shingle",1,118,16,12,14,99,3,44,16,46,64,76,573,174,4,3,0,1,61,12,510000
4,2,2949,24829,"Single-Family","Metal","Composition Shingle",1,0,1,0,0,0,0,0,0,49,91,83,684,208,8,1,0,1,22,8,800000
4,2,2966,10537,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,6,0,0,1,6,0,5,3,42,97,68,590,180,7.5,2,0,0,14,15,705000
